"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+2.48950000000E+009, -6.51328842152E+000, +0.00000000000E+000
+2.49000000000E+009, -6.52660202663E+000, +0.00000000000E+000
+2.49050000000E+009, -6.53889601935E+000, +0.00000000000E+000
+2.49100000000E+009, -6.55263407796E+000, +0.00000000000E+000
+2.49150000000E+009, -6.56407129750E+000, +0.00000000000E+000
+2.49200000000E+009, -6.57581098235E+000, +0.00000000000E+000
+2.49250000000E+009, -6.58870011682E+000, +0.00000000000E+000
+2.49300000000E+009, -6.60285304338E+000, +0.00000000000E+000
+2.49350000000E+009, -6.61496181905E+000, +0.00000000000E+000
+2.49400000000E+009, -6.63133279585E+000, +0.00000000000E+000
+2.49450000000E+009, -6.64666831029E+000, +0.00000000000E+000
+2.49500000000E+009, -6.65993253356E+000, +0.00000000000E+000
+2.49550000000E+009, -6.67478113366E+000, +0.00000000000E+000
+2.49600000000E+009, -6.69121887434E+000, +0.00000000000E+000
+2.49650000000E+009, -6.70703975127E+000, +0.00000000000E+000
+2.49700000000E+009, -6.72553038167E+000, +0.00000000000E+000
+2.49750000000E+009, -6.74360203771E+000, +0.00000000000E+000
+2.49800000000E+009, -6.76427303986E+000, +0.00000000000E+000
+2.49850000000E+009, -6.78408027880E+000, +0.00000000000E+000
+2.49900000000E+009, -6.80551034311E+000, +0.00000000000E+000
+2.49950000000E+009, -6.82595040354E+000, +0.00000000000E+000
+2.50000000000E+009, -6.84955152359E+000, +0.00000000000E+000
