"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.77376000000E+009, -8.77464561904E+000, +0.00000000000E+000
+1.78192000000E+009, -1.02015551857E+001, +0.00000000000E+000
+1.79008000000E+009, -1.20196802900E+001, +0.00000000000E+000
+1.79824000000E+009, -1.44024170796E+001, +0.00000000000E+000
+1.80640000000E+009, -1.69906749802E+001, +0.00000000000E+000
+1.81456000000E+009, -2.03159593854E+001, +0.00000000000E+000
+1.82272000000E+009, -2.31861228893E+001, +0.00000000000E+000
+1.83088000000E+009, -2.16380228681E+001, +0.00000000000E+000
+1.83904000000E+009, -1.97162842716E+001, +0.00000000000E+000
+1.84720000000E+009, -1.76143469837E+001, +0.00000000000E+000
+1.85536000000E+009, -1.56072180876E+001, +0.00000000000E+000
+1.86352000000E+009, -1.38735887192E+001, +0.00000000000E+000
+1.87168000000E+009, -1.25789777277E+001, +0.00000000000E+000
+1.87984000000E+009, -1.14611743838E+001, +0.00000000000E+000
+1.88800000000E+009, -1.03520280754E+001, +0.00000000000E+000
+1.89616000000E+009, -9.45123238941E+000, +0.00000000000E+000
+1.90432000000E+009, -8.76675217463E+000, +0.00000000000E+000
+1.91248000000E+009, -8.20661868509E+000, +0.00000000000E+000
+1.92064000000E+009, -7.85444813284E+000, +0.00000000000E+000
+1.92880000000E+009, -7.43234445355E+000, +0.00000000000E+000
+1.93696000000E+009, -7.02618074051E+000, +0.00000000000E+000
+1.94512000000E+009, -6.64233801264E+000, +0.00000000000E+000
+1.95328000000E+009, -6.34556349734E+000, +0.00000000000E+000
+1.96144000000E+009, -6.09953219806E+000, +0.00000000000E+000
+1.96960000000E+009, -5.81305618963E+000, +0.00000000000E+000
+1.97776000000E+009, -5.61962864666E+000, +0.00000000000E+000
+1.98592000000E+009, -5.38521420714E+000, +0.00000000000E+000
+1.99408000000E+009, -5.20927899865E+000, +0.00000000000E+000
+2.00224000000E+009, -5.07057121386E+000, +0.00000000000E+000
+2.01040000000E+009, -4.91967571166E+000, +0.00000000000E+000
+2.01856000000E+009, -4.77992291523E+000, +0.00000000000E+000
+2.02672000000E+009, -4.66261120932E+000, +0.00000000000E+000
+2.03488000000E+009, -4.57959137487E+000, +0.00000000000E+000
+2.04304000000E+009, -4.45641745635E+000, +0.00000000000E+000
+2.05120000000E+009, -4.39809775329E+000, +0.00000000000E+000
+2.05936000000E+009, -4.30510307755E+000, +0.00000000000E+000
+2.06752000000E+009, -4.25627842112E+000, +0.00000000000E+000
+2.07568000000E+009, -4.14038330108E+000, +0.00000000000E+000
+2.08384000000E+009, -4.05655829081E+000, +0.00000000000E+000
+2.09200000000E+009, -4.01522844228E+000, +0.00000000000E+000
+2.10016000000E+009, -3.97538057060E+000, +0.00000000000E+000
+2.10832000000E+009, -3.92563674678E+000, +0.00000000000E+000
+2.11648000000E+009, -3.86501645436E+000, +0.00000000000E+000
+2.12464000000E+009, -3.83572121109E+000, +0.00000000000E+000
+2.13280000000E+009, -3.79189661117E+000, +0.00000000000E+000
+2.14096000000E+009, -3.77928581036E+000, +0.00000000000E+000
+2.14912000000E+009, -3.80263819999E+000, +0.00000000000E+000
+2.15728000000E+009, -3.79631019458E+000, +0.00000000000E+000
+2.16544000000E+009, -3.82324557961E+000, +0.00000000000E+000
+2.17360000000E+009, -3.87142037733E+000, +0.00000000000E+000
+2.18176000000E+009, -3.93885150133E+000, +0.00000000000E+000
+2.18992000000E+009, -3.99880132527E+000, +0.00000000000E+000
+2.19808000000E+009, -4.06951452421E+000, +0.00000000000E+000
+2.20624000000E+009, -4.16547495956E+000, +0.00000000000E+000
+2.21440000000E+009, -4.20023716030E+000, +0.00000000000E+000
+2.22256000000E+009, -4.26361957548E+000, +0.00000000000E+000
+2.23072000000E+009, -4.35276080088E+000, +0.00000000000E+000
+2.23888000000E+009, -4.44826091007E+000, +0.00000000000E+000
+2.24704000000E+009, -4.58848289946E+000, +0.00000000000E+000
+2.25520000000E+009, -4.78714500389E+000, +0.00000000000E+000
+2.26336000000E+009, -4.99256738517E+000, +0.00000000000E+000
+2.27152000000E+009, -5.25394451629E+000, +0.00000000000E+000
+2.27968000000E+009, -5.58828997578E+000, +0.00000000000E+000
+2.28784000000E+009, -5.81515456340E+000, +0.00000000000E+000
+2.29600000000E+009, -6.12430719471E+000, +0.00000000000E+000
+2.30416000000E+009, -6.48840651414E+000, +0.00000000000E+000
+2.31232000000E+009, -6.84214756389E+000, +0.00000000000E+000
+2.32048000000E+009, -7.25587735927E+000, +0.00000000000E+000
+2.32864000000E+009, -7.70875221866E+000, +0.00000000000E+000
+2.33680000000E+009, -8.26564319403E+000, +0.00000000000E+000
+2.34496000000E+009, -8.94651077790E+000, +0.00000000000E+000
+2.35312000000E+009, -9.84638543641E+000, +0.00000000000E+000
+2.36128000000E+009, -1.08301796137E+001, +0.00000000000E+000
+2.36944000000E+009, -1.16637879111E+001, +0.00000000000E+000
+2.37760000000E+009, -1.26630390996E+001, +0.00000000000E+000
+2.38576000000E+009, -1.34432473861E+001, +0.00000000000E+000
+2.39392000000E+009, -1.43690186093E+001, +0.00000000000E+000
+2.40208000000E+009, -1.57193404670E+001, +0.00000000000E+000
+2.41024000000E+009, -1.70759903897E+001, +0.00000000000E+000
+2.41840000000E+009, -1.80159982645E+001, +0.00000000000E+000
+2.42656000000E+009, -1.95865366587E+001, +0.00000000000E+000
+2.43472000000E+009, -2.13489142182E+001, +0.00000000000E+000
+2.44288000000E+009, -2.28651144572E+001, +0.00000000000E+000
+2.45104000000E+009, -2.55092105970E+001, +0.00000000000E+000
+2.45920000000E+009, -2.52982562680E+001, +0.00000000000E+000
+2.46736000000E+009, -2.52424974623E+001, +0.00000000000E+000
+2.47552000000E+009, -2.30981465087E+001, +0.00000000000E+000
+2.48368000000E+009, -2.10300680044E+001, +0.00000000000E+000
+2.49184000000E+009, -1.92918342755E+001, +0.00000000000E+000
+2.50000000000E+009, -1.74767214148E+001, +0.00000000000E+000
