"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.21888000000E+009, -7.95718286784E+000, +0.00000000000E+000
+1.22704000000E+009, -7.69059953239E+000, +0.00000000000E+000
+1.23520000000E+009, -7.23519227829E+000, +0.00000000000E+000
+1.24336000000E+009, -7.12950815670E+000, +0.00000000000E+000
+1.25152000000E+009, -7.22304254831E+000, +0.00000000000E+000
+1.25968000000E+009, -7.32525741369E+000, +0.00000000000E+000
+1.26784000000E+009, -7.47659646594E+000, +0.00000000000E+000
+1.27600000000E+009, -7.53133011925E+000, +0.00000000000E+000
+1.28416000000E+009, -7.35766125463E+000, +0.00000000000E+000
+1.29232000000E+009, -6.93167709655E+000, +0.00000000000E+000
+1.30048000000E+009, -6.29172447446E+000, +0.00000000000E+000
+1.30864000000E+009, -5.55556466390E+000, +0.00000000000E+000
+1.31680000000E+009, -4.91103973314E+000, +0.00000000000E+000
+1.32496000000E+009, -4.33620180550E+000, +0.00000000000E+000
+1.33312000000E+009, -3.79019452927E+000, +0.00000000000E+000
+1.34128000000E+009, -3.35707678722E+000, +0.00000000000E+000
+1.34944000000E+009, -3.03144338084E+000, +0.00000000000E+000
+1.35760000000E+009, -2.78247209255E+000, +0.00000000000E+000
+1.36576000000E+009, -2.59275644881E+000, +0.00000000000E+000
+1.37392000000E+009, -2.46892357065E+000, +0.00000000000E+000
+1.38208000000E+009, -2.39161346724E+000, +0.00000000000E+000
+1.39024000000E+009, -2.33838845361E+000, +0.00000000000E+000
+1.39840000000E+009, -2.27393631660E+000, +0.00000000000E+000
+1.40656000000E+009, -2.19685042025E+000, +0.00000000000E+000
+1.41472000000E+009, -2.10076947135E+000, +0.00000000000E+000
+1.42288000000E+009, -1.97602078000E+000, +0.00000000000E+000
+1.43104000000E+009, -1.91848126808E+000, +0.00000000000E+000
+1.43920000000E+009, -1.91767168136E+000, +0.00000000000E+000
+1.44736000000E+009, -1.88783563103E+000, +0.00000000000E+000
+1.45552000000E+009, -1.85895181975E+000, +0.00000000000E+000
+1.46368000000E+009, -1.88642861855E+000, +0.00000000000E+000
+1.47184000000E+009, -1.91084852844E+000, +0.00000000000E+000
+1.48000000000E+009, -1.90068241168E+000, +0.00000000000E+000
+1.48816000000E+009, -1.91770927648E+000, +0.00000000000E+000
+1.49632000000E+009, -1.94377910691E+000, +0.00000000000E+000
+1.50448000000E+009, -1.95165521692E+000, +0.00000000000E+000
+1.51264000000E+009, -1.93126877548E+000, +0.00000000000E+000
+1.52080000000E+009, -1.86653792638E+000, +0.00000000000E+000
+1.52896000000E+009, -1.78807191104E+000, +0.00000000000E+000
+1.53712000000E+009, -1.72189299634E+000, +0.00000000000E+000
+1.54528000000E+009, -1.65038804221E+000, +0.00000000000E+000
+1.55344000000E+009, -1.56794836454E+000, +0.00000000000E+000
+1.56160000000E+009, -1.49661831841E+000, +0.00000000000E+000
+1.56976000000E+009, -1.44205220817E+000, +0.00000000000E+000
+1.57792000000E+009, -1.39814236684E+000, +0.00000000000E+000
+1.58608000000E+009, -1.38703934217E+000, +0.00000000000E+000
+1.59424000000E+009, -1.36060900958E+000, +0.00000000000E+000
+1.60240000000E+009, -1.32019589415E+000, +0.00000000000E+000
+1.61056000000E+009, -1.27968334309E+000, +0.00000000000E+000
+1.61872000000E+009, -1.24947929943E+000, +0.00000000000E+000
+1.62688000000E+009, -1.22783806536E+000, +0.00000000000E+000
+1.63504000000E+009, -1.22065638202E+000, +0.00000000000E+000
+1.64320000000E+009, -1.21919299031E+000, +0.00000000000E+000
+1.65136000000E+009, -1.21112309655E+000, +0.00000000000E+000
+1.65952000000E+009, -1.20872451722E+000, +0.00000000000E+000
+1.66768000000E+009, -1.22560986013E+000, +0.00000000000E+000
+1.67584000000E+009, -1.23780034902E+000, +0.00000000000E+000
+1.68400000000E+009, -1.26494506827E+000, +0.00000000000E+000
+1.69216000000E+009, -1.30779996358E+000, +0.00000000000E+000
+1.70032000000E+009, -1.36710596112E+000, +0.00000000000E+000
+1.70848000000E+009, -1.45118517466E+000, +0.00000000000E+000
+1.71664000000E+009, -1.48826560302E+000, +0.00000000000E+000
+1.72480000000E+009, -1.48075289658E+000, +0.00000000000E+000
+1.73296000000E+009, -1.47007379639E+000, +0.00000000000E+000
+1.74112000000E+009, -1.46009427323E+000, +0.00000000000E+000
+1.74928000000E+009, -1.45586323445E+000, +0.00000000000E+000
+1.75744000000E+009, -1.46381451502E+000, +0.00000000000E+000
+1.76560000000E+009, -1.49257129850E+000, +0.00000000000E+000
+1.77376000000E+009, -1.52340866256E+000, +0.00000000000E+000
+1.78192000000E+009, -1.56243406510E+000, +0.00000000000E+000
+1.79008000000E+009, -1.62513713085E+000, +0.00000000000E+000
+1.79824000000E+009, -1.69080957022E+000, +0.00000000000E+000
+1.80640000000E+009, -1.75264526247E+000, +0.00000000000E+000
+1.81456000000E+009, -1.82908303271E+000, +0.00000000000E+000
+1.82272000000E+009, -1.88620727834E+000, +0.00000000000E+000
+1.83088000000E+009, -1.97114203449E+000, +0.00000000000E+000
+1.83904000000E+009, -2.02921939108E+000, +0.00000000000E+000
+1.84720000000E+009, -2.07331669149E+000, +0.00000000000E+000
+1.85536000000E+009, -2.09509101613E+000, +0.00000000000E+000
+1.86352000000E+009, -2.09569971190E+000, +0.00000000000E+000
+1.87168000000E+009, -2.09978222703E+000, +0.00000000000E+000
+1.87984000000E+009, -2.11557577160E+000, +0.00000000000E+000
+1.88800000000E+009, -2.17523135962E+000, +0.00000000000E+000
+1.89616000000E+009, -2.22854140079E+000, +0.00000000000E+000
+1.90432000000E+009, -2.27857805397E+000, +0.00000000000E+000
+1.91248000000E+009, -2.37050719765E+000, +0.00000000000E+000
+1.92064000000E+009, -2.42719730483E+000, +0.00000000000E+000
+1.92880000000E+009, -2.49615819627E+000, +0.00000000000E+000
+1.93696000000E+009, -2.54227514978E+000, +0.00000000000E+000
+1.94512000000E+009, -2.58274293265E+000, +0.00000000000E+000
+1.95328000000E+009, -2.59782041364E+000, +0.00000000000E+000
+1.96144000000E+009, -2.63289740810E+000, +0.00000000000E+000
+1.96960000000E+009, -2.71860199260E+000, +0.00000000000E+000
+1.97776000000E+009, -2.78043011299E+000, +0.00000000000E+000
+1.98592000000E+009, -2.89440646605E+000, +0.00000000000E+000
+1.99408000000E+009, -2.96278871675E+000, +0.00000000000E+000
+2.00224000000E+009, -3.04692993119E+000, +0.00000000000E+000
+2.01040000000E+009, -3.10896853208E+000, +0.00000000000E+000
+2.01856000000E+009, -3.19412390540E+000, +0.00000000000E+000
+2.02672000000E+009, -3.32423387393E+000, +0.00000000000E+000
+2.03488000000E+009, -3.40283467946E+000, +0.00000000000E+000
+2.04304000000E+009, -3.48674748169E+000, +0.00000000000E+000
+2.05120000000E+009, -3.69361045602E+000, +0.00000000000E+000
+2.05936000000E+009, -3.89541432939E+000, +0.00000000000E+000
+2.06752000000E+009, -4.13150844094E+000, +0.00000000000E+000
+2.07568000000E+009, -4.40066399926E+000, +0.00000000000E+000
+2.08384000000E+009, -4.66725808560E+000, +0.00000000000E+000
+2.09200000000E+009, -4.82766589315E+000, +0.00000000000E+000
+2.10016000000E+009, -5.01219729017E+000, +0.00000000000E+000
+2.10832000000E+009, -5.22283776272E+000, +0.00000000000E+000
+2.11648000000E+009, -5.37514316996E+000, +0.00000000000E+000
+2.12464000000E+009, -5.65256577015E+000, +0.00000000000E+000
+2.13280000000E+009, -5.83852984965E+000, +0.00000000000E+000
+2.14096000000E+009, -6.01485669630E+000, +0.00000000000E+000
+2.14912000000E+009, -6.18930298827E+000, +0.00000000000E+000
+2.15728000000E+009, -6.35626038071E+000, +0.00000000000E+000
+2.16544000000E+009, -6.77387890767E+000, +0.00000000000E+000
+2.17360000000E+009, -7.11475782184E+000, +0.00000000000E+000
+2.18176000000E+009, -7.54452987250E+000, +0.00000000000E+000
+2.18992000000E+009, -7.85154088183E+000, +0.00000000000E+000
+2.19808000000E+009, -8.22075479248E+000, +0.00000000000E+000
+2.20624000000E+009, -8.68768081587E+000, +0.00000000000E+000
+2.21440000000E+009, -9.19712047496E+000, +0.00000000000E+000
+2.22256000000E+009, -9.75655750747E+000, +0.00000000000E+000
+2.23072000000E+009, -1.03044362314E+001, +0.00000000000E+000
+2.23888000000E+009, -1.07422880435E+001, +0.00000000000E+000
+2.24704000000E+009, -1.14420590343E+001, +0.00000000000E+000
+2.25520000000E+009, -1.21629821346E+001, +0.00000000000E+000
+2.26336000000E+009, -1.28155486324E+001, +0.00000000000E+000
+2.27152000000E+009, -1.40037629414E+001, +0.00000000000E+000
+2.27968000000E+009, -1.50629012784E+001, +0.00000000000E+000
+2.28784000000E+009, -1.60770000878E+001, +0.00000000000E+000
+2.29600000000E+009, -1.81995951022E+001, +0.00000000000E+000
+2.30416000000E+009, -2.01514330775E+001, +0.00000000000E+000
+2.31232000000E+009, -2.43757441544E+001, +0.00000000000E+000
+2.32048000000E+009, -2.87807669249E+001, +0.00000000000E+000
+2.32864000000E+009, -2.86857695584E+001, +0.00000000000E+000
+2.33680000000E+009, -2.61756088351E+001, +0.00000000000E+000
+2.34496000000E+009, -2.34793111713E+001, +0.00000000000E+000
+2.35312000000E+009, -2.08739154138E+001, +0.00000000000E+000
+2.36128000000E+009, -1.86370190919E+001, +0.00000000000E+000
+2.36944000000E+009, -1.74007345951E+001, +0.00000000000E+000
+2.37760000000E+009, -1.58155779274E+001, +0.00000000000E+000
+2.38576000000E+009, -1.43832356996E+001, +0.00000000000E+000
+2.39392000000E+009, -1.31175433803E+001, +0.00000000000E+000
+2.40208000000E+009, -1.23009141456E+001, +0.00000000000E+000
+2.41024000000E+009, -1.14028471904E+001, +0.00000000000E+000
+2.41840000000E+009, -1.07029418828E+001, +0.00000000000E+000
+2.42656000000E+009, -9.76464745375E+000, +0.00000000000E+000
+2.43472000000E+009, -8.99536139198E+000, +0.00000000000E+000
+2.44288000000E+009, -8.21003905058E+000, +0.00000000000E+000
+2.45104000000E+009, -7.44123382161E+000, +0.00000000000E+000
+2.45920000000E+009, -6.83364706875E+000, +0.00000000000E+000
+2.46736000000E+009, -6.50107022346E+000, +0.00000000000E+000
+2.47552000000E+009, -6.37649055801E+000, +0.00000000000E+000
+2.48368000000E+009, -6.30046818942E+000, +0.00000000000E+000
+2.49184000000E+009, -6.43574372051E+000, +0.00000000000E+000
+2.50000000000E+009, -6.66304413288E+000, +0.00000000000E+000
